Reading,Receive,Value,Unit,Data Quality
2023-01-09 15:01:52,2023-01-09 15:03:00,22.57,in,A
2023-01-09 14:59:08,2023-01-09 15:00:00,22.55,in,A
2023-01-09 14:56:52,2023-01-09 14:57:00,22.51,in,A
2023-01-09 14:56:38,2023-01-09 14:57:00,22.50,in,A
2023-01-09 14:56:18,2023-01-09 14:57:00,22.49,in,A
2023-01-09 14:55:50,2023-01-09 14:57:00,22.48,in,A
2023-01-09 14:53:53,2023-01-09 14:54:00,22.43,in,A
2023-01-09 14:53:33,2023-01-09 14:54:00,22.42,in,A
2023-01-09 14:53:13,2023-01-09 14:54:00,22.41,in,A
2023-01-09 14:52:52,2023-01-09 14:54:00,22.40,in,A
2023-01-09 14:50:38,2023-01-09 14:51:00,22.37,in,A
2023-01-09 14:47:36,2023-01-09 14:48:00,22.35,in,A
2023-01-09 14:44:50,2023-01-09 14:45:00,22.33,in,A
2023-01-09 14:44:02,2023-01-09 14:45:00,22.32,in,A
2023-01-09 14:42:52,2023-01-09 14:43:30,22.31,in,A
2023-01-09 14:41:50,2023-01-09 14:42:00,22.30,in,A
2023-01-09 14:41:00,2023-01-09 14:42:00,22.29,in,A
2023-01-09 14:38:55,2023-01-09 14:39:00,22.25,in,A
2023-01-09 14:38:38,2023-01-09 14:39:00,22.24,in,A
2023-01-09 14:38:02,2023-01-09 14:39:00,22.23,in,A
2023-01-09 14:35:37,2023-01-09 14:36:00,22.19,in,A
2023-01-09 14:34:48,2023-01-09 14:36:00,22.18,in,A
2023-01-09 14:32:38,2023-01-09 14:33:00,22.14,in,A
2023-01-09 14:32:18,2023-01-09 14:33:00,22.13,in,A
2023-01-09 14:32:03,2023-01-09 14:33:00,22.12,in,A
2023-01-09 14:31:41,2023-01-09 14:33:00,22.11,in,A
2023-01-09 14:29:33,2023-01-09 14:30:00,22.06,in,A
2023-01-09 14:28:42,2023-01-09 14:30:00,22.05,in,A
2023-01-09 14:26:48,2023-01-09 14:27:00,22.03,in,A
2023-01-09 14:20:17,2023-01-09 14:21:00,22.00,in,A
2023-01-09 14:18:54,2023-01-09 14:19:30,21.99,in,A
2023-01-09 14:17:39,2023-01-09 14:18:00,21.98,in,A
2023-01-09 14:16:34,2023-01-09 14:18:00,21.97,in,A
2023-01-09 14:14:38,2023-01-09 14:15:00,21.95,in,A
2023-01-09 14:13:36,2023-01-09 14:15:00,21.94,in,A
2023-01-09 14:11:35,2023-01-09 14:12:00,21.91,in,A
2023-01-09 14:10:58,2023-01-09 14:12:00,21.90,in,A
2023-01-09 14:08:19,2023-01-09 14:09:00,21.87,in,A
2023-01-09 14:07:39,2023-01-09 14:09:00,21.86,in,A
2023-01-09 14:05:32,2023-01-09 14:06:00,21.82,in,A
2023-01-09 14:05:03,2023-01-09 14:06:00,21.81,in,A
2023-01-09 14:04:38,2023-01-09 14:06:00,21.80,in,A
2023-01-09 14:02:48,2023-01-09 14:03:00,21.75,in,A
2023-01-09 14:02:21,2023-01-09 14:03:00,21.74,in,A
2023-01-09 13:59:36,2023-01-09 14:00:00,21.70,in,A
2023-01-09 13:59:06,2023-01-09 14:00:00,21.69,in,A
2023-01-09 13:58:38,2023-01-09 14:00:00,21.68,in,A
2023-01-09 13:56:46,2023-01-09 13:57:00,21.64,in,A
2023-01-09 13:56:18,2023-01-09 13:57:00,21.63,in,A
2023-01-09 13:55:46,2023-01-09 13:57:00,21.62,in,A
2023-01-09 13:53:25,2023-01-09 13:54:00,21.59,in,A
2023-01-09 13:52:35,2023-01-09 13:54:00,21.58,in,A
2023-01-09 13:50:48,2023-01-09 13:51:00,21.55,in,A
2023-01-09 13:50:22,2023-01-09 13:51:00,21.54,in,A
2023-01-09 13:49:57,2023-01-09 13:51:00,21.53,in,A
2023-01-09 13:47:34,2023-01-09 13:48:00,21.49,in,A
2023-01-09 13:46:48,2023-01-09 13:48:00,21.48,in,A
2023-01-09 13:44:21,2023-01-09 13:45:00,21.44,in,A
2023-01-09 13:40:59,2023-01-09 13:42:00,21.41,in,A
2023-01-09 13:38:31,2023-01-09 13:39:00,21.40,in,A
2023-01-09 13:35:33,2023-01-09 13:36:00,21.36,in,A
2023-01-09 13:35:00,2023-01-09 13:36:00,21.35,in,A
2023-01-09 13:34:32,2023-01-09 13:36:00,21.34,in,A
2023-01-09 13:32:49,2023-01-09 13:33:00,21.30,in,A
2023-01-09 13:32:31,2023-01-09 13:33:00,21.29,in,A
2023-01-09 13:32:17,2023-01-09 13:33:00,21.28,in,A
2023-01-09 13:32:06,2023-01-09 13:33:00,21.27,in,A
2023-01-09 13:31:53,2023-01-09 13:33:00,21.26,in,A
2023-01-09 13:31:39,2023-01-09 13:33:00,21.25,in,A
2023-01-09 13:28:54,2023-01-09 13:30:00,21.20,in,A
2023-01-09 13:28:09,2023-01-09 13:28:30,21.19,in,A
2023-01-09 13:27:34,2023-01-09 13:28:30,21.18,in,A
2023-01-09 13:26:44,2023-01-09 13:27:00,21.17,in,A
2023-01-09 13:22:31,2023-01-09 13:24:00,21.15,in,A
2023-01-09 13:20:04,2023-01-09 13:21:00,21.12,in,A
2023-01-09 13:17:49,2023-01-09 13:18:00,21.06,in,A
2023-01-09 13:17:32,2023-01-09 13:18:00,21.05,in,A
2023-01-09 13:17:05,2023-01-09 13:18:00,21.04,in,A
2023-01-09 13:16:35,2023-01-09 13:18:00,21.03,in,A
2023-01-09 13:14:50,2023-01-09 13:15:00,21.01,in,A
2023-01-09 13:13:51,2023-01-09 13:15:00,21.00,in,A
2023-01-09 13:11:29,2023-01-09 13:12:00,20.95,in,A
2023-01-09 13:10:47,2023-01-09 13:12:00,20.94,in,A
2023-01-09 13:08:45,2023-01-09 13:09:00,20.89,in,A
2023-01-09 13:08:14,2023-01-09 13:09:00,20.88,in,A
2023-01-09 13:07:38,2023-01-09 13:09:00,20.87,in,A
2023-01-09 13:05:51,2023-01-09 13:06:00,20.85,in,A
2023-01-09 13:05:06,2023-01-09 13:06:00,20.84,in,A
2023-01-09 13:04:30,2023-01-09 13:06:00,20.83,in,A
2023-01-09 13:02:48,2023-01-09 13:03:00,20.81,in,A
2023-01-09 13:02:05,2023-01-09 13:03:00,20.80,in,A
2023-01-09 13:01:23,2023-01-09 13:01:30,20.79,in,A
2023-01-09 13:00:19,2023-01-09 13:01:30,20.78,in,A
2023-01-09 12:56:37,2023-01-09 12:57:00,20.75,in,A
2023-01-09 12:56:11,2023-01-09 12:57:00,20.74,in,A
2023-01-09 12:55:52,2023-01-09 12:57:00,20.73,in,A
2023-01-09 12:55:34,2023-01-09 12:57:00,20.72,in,A
2023-01-09 12:53:50,2023-01-09 12:54:00,20.65,in,A
2023-01-09 12:53:34,2023-01-09 12:54:00,20.64,in,A
2023-01-09 12:53:06,2023-01-09 12:54:00,20.63,in,A
2023-01-09 12:52:41,2023-01-09 12:54:00,20.62,in,A
2023-01-09 12:50:52,2023-01-09 12:51:00,20.57,in,A
2023-01-09 12:50:36,2023-01-09 12:51:00,20.56,in,A
2023-01-09 12:50:11,2023-01-09 12:51:00,20.55,in,A
2023-01-09 12:49:31,2023-01-09 12:51:00,20.54,in,A
2023-01-09 12:46:06,2023-01-09 12:46:30,20.48,in,A
2023-01-09 12:45:16,2023-01-09 12:46:30,20.47,in,A
2023-01-09 12:44:36,2023-01-09 12:45:00,20.46,in,A
2023-01-09 12:44:03,2023-01-09 12:45:00,20.45,in,A
2023-01-09 12:43:34,2023-01-09 12:45:00,20.44,in,A
2023-01-09 12:41:37,2023-01-09 12:42:00,20.40,in,A
2023-01-09 12:41:05,2023-01-09 12:42:00,20.39,in,A
2023-01-09 12:40:30,2023-01-09 12:42:00,20.38,in,A
2023-01-09 12:38:44,2023-01-09 12:39:00,20.35,in,A
2023-01-09 12:38:18,2023-01-09 12:39:00,20.34,in,A
2023-01-09 12:37:42,2023-01-09 12:39:00,20.33,in,A
2023-01-09 12:35:47,2023-01-09 12:36:00,20.30,in,A
2023-01-09 12:35:04,2023-01-09 12:36:00,20.29,in,A
2023-01-09 12:32:30,2023-01-09 12:33:00,20.25,in,A
2023-01-09 12:32:03,2023-01-09 12:33:00,20.24,in,A
2023-01-09 12:31:41,2023-01-09 12:33:00,20.23,in,A
2023-01-09 12:29:37,2023-01-09 12:30:00,20.18,in,A
2023-01-09 12:28:45,2023-01-09 12:30:00,20.17,in,A
2023-01-09 12:25:58,2023-01-09 12:27:00,20.15,in,A
2023-01-09 12:23:44,2023-01-09 12:24:00,20.13,in,A
2023-01-09 12:22:45,2023-01-09 12:24:00,20.12,in,A
2023-01-09 12:20:32,2023-01-09 12:21:00,20.11,in,A
2023-01-09 12:17:38,2023-01-09 12:18:00,20.08,in,A
2023-01-09 12:17:10,2023-01-09 12:18:00,20.07,in,A
2023-01-09 12:16:46,2023-01-09 12:18:00,20.06,in,A
2023-01-09 12:14:25,2023-01-09 12:15:00,20.02,in,A
2023-01-09 12:13:54,2023-01-09 12:15:00,20.01,in,A
2023-01-09 12:11:36,2023-01-09 12:12:00,19.96,in,A
2023-01-09 12:11:16,2023-01-09 12:12:00,19.95,in,A
2023-01-09 12:11:00,2023-01-09 12:12:00,19.94,in,A
2023-01-09 12:10:41,2023-01-09 12:12:00,19.93,in,A
2023-01-09 12:08:54,2023-01-09 12:09:00,19.88,in,A
2023-01-09 12:07:48,2023-01-09 12:09:00,19.87,in,A
2023-01-09 12:04:53,2023-01-09 12:06:00,19.85,in,A
2023-01-09 12:02:04,2023-01-09 12:03:00,19.82,in,A
2023-01-09 11:58:49,2023-01-09 12:00:00,19.79,in,A
2023-01-09 11:56:55,2023-01-09 11:57:00,19.77,in,A
2023-01-09 11:56:11,2023-01-09 11:57:00,19.76,in,A
2023-01-09 11:50:53,2023-01-09 11:51:00,19.68,in,A
2023-01-09 11:50:13,2023-01-09 11:51:00,19.67,in,A
2023-01-09 11:49:27,2023-01-09 11:51:00,19.66,in,A
2023-01-09 11:47:37,2023-01-09 11:48:00,19.62,in,A
2023-01-09 11:47:04,2023-01-09 11:48:00,19.61,in,A
2023-01-09 11:46:27,2023-01-09 11:48:00,19.60,in,A
2023-01-09 11:44:28,2023-01-09 11:45:00,19.58,in,A
2023-01-09 11:43:23,2023-01-09 11:43:30,19.57,in,A
2023-01-09 11:42:09,2023-01-09 11:43:30,19.56,in,A
2023-01-09 11:41:02,2023-01-09 11:42:00,19.55,in,A
2023-01-09 11:38:49,2023-01-09 11:39:00,19.54,in,A
2023-01-09 11:36:47,2023-01-09 11:37:30,19.53,in,A
2023-01-09 11:35:28,2023-01-09 11:36:00,19.52,in,A
2023-01-09 11:29:42,2023-01-09 11:30:00,19.47,in,A
2023-01-09 11:28:28,2023-01-09 11:30:00,19.46,in,A
2023-01-09 11:27:28,2023-01-09 11:28:30,19.45,in,A
2023-01-09 11:26:43,2023-01-09 11:27:00,19.44,in,A
2023-01-09 11:26:09,2023-01-09 11:27:00,19.43,in,A
2023-01-09 11:25:43,2023-01-09 11:27:00,19.42,in,A
2023-01-09 11:23:48,2023-01-09 11:24:00,19.38,in,A
2023-01-09 11:23:17,2023-01-09 11:24:00,19.37,in,A
2023-01-09 11:22:50,2023-01-09 11:24:00,19.36,in,A
2023-01-09 11:20:51,2023-01-09 11:21:00,19.34,in,A
2023-01-09 11:19:56,2023-01-09 11:21:00,19.33,in,A
2023-01-09 11:17:18,2023-01-09 11:18:00,19.28,in,A
2023-01-09 11:14:16,2023-01-09 11:15:00,19.25,in,A
2023-01-09 11:08:45,2023-01-09 11:09:00,19.23,in,A
2023-01-09 11:05:47,2023-01-09 11:06:00,19.20,in,A
2023-01-09 11:05:27,2023-01-09 11:06:00,19.19,in,A
2023-01-09 11:04:48,2023-01-09 11:06:00,19.18,in,A
2023-01-09 11:02:35,2023-01-09 11:03:00,19.16,in,A
2023-01-09 11:02:05,2023-01-09 11:03:00,19.15,in,A
2023-01-09 10:59:05,2023-01-09 11:00:00,19.12,in,A
2023-01-09 10:56:49,2023-01-09 10:57:00,19.09,in,A
2023-01-09 10:56:10,2023-01-09 10:57:00,19.08,in,A
2023-01-09 10:55:30,2023-01-09 10:57:00,19.07,in,A
2023-01-09 10:53:17,2023-01-09 10:54:00,19.04,in,A
2023-01-09 10:50:51,2023-01-09 10:51:00,19.03,in,A
2023-01-09 10:46:50,2023-01-09 10:48:00,19.01,in,A
2023-01-09 10:44:42,2023-01-09 10:45:00,18.98,in,A
2023-01-09 10:44:11,2023-01-09 10:45:00,18.97,in,A
2023-01-09 10:43:41,2023-01-09 10:45:00,18.96,in,A
2023-01-09 10:41:46,2023-01-09 10:42:00,18.93,in,A
2023-01-09 10:40:46,2023-01-09 10:42:00,18.92,in,A
2023-01-09 10:38:44,2023-01-09 10:39:00,18.89,in,A
2023-01-09 10:37:32,2023-01-09 10:39:00,18.88,in,A
2023-01-09 10:34:42,2023-01-09 10:36:00,18.86,in,A
2023-01-09 10:29:04,2023-01-09 10:30:00,18.84,in,A
2023-01-09 10:26:35,2023-01-09 10:27:00,18.81,in,A
2023-01-09 10:25:43,2023-01-09 10:27:00,18.80,in,A
2023-01-09 10:20:47,2023-01-09 10:21:00,18.75,in,A
2023-01-09 10:20:10,2023-01-09 10:21:00,18.74,in,A
2023-01-09 10:16:54,2023-01-09 10:18:00,18.71,in,A
2023-01-09 10:14:42,2023-01-09 10:15:00,18.69,in,A
2023-01-09 10:11:20,2023-01-09 10:12:00,18.67,in,A
2023-01-09 10:10:42,2023-01-09 10:12:00,18.66,in,A
2023-01-09 10:08:46,2023-01-09 10:09:00,18.62,in,A
2023-01-09 10:08:25,2023-01-09 10:09:00,18.61,in,A
2023-01-09 10:08:01,2023-01-09 10:09:00,18.60,in,A
2023-01-09 10:07:39,2023-01-09 10:09:00,18.59,in,A
2023-01-09 10:02:10,2023-01-09 10:03:00,18.54,in,A
2023-01-09 09:55:35,2023-01-09 09:57:00,18.52,in,A
2023-01-09 09:52:52,2023-01-09 09:54:00,18.51,in,A
2023-01-09 09:49:49,2023-01-09 09:51:00,18.50,in,A
2023-01-09 09:47:21,2023-01-09 09:48:00,18.48,in,A
2023-01-09 09:46:31,2023-01-09 09:48:00,18.47,in,A
2023-01-09 09:44:04,2023-01-09 09:45:00,18.44,in,A
2023-01-09 09:41:37,2023-01-09 09:42:00,18.41,in,A
2023-01-09 09:40:47,2023-01-09 09:42:00,18.40,in,A
2023-01-09 09:40:03,2023-01-09 09:40:30,18.39,in,A
2023-01-09 09:39:04,2023-01-09 09:40:30,18.38,in,A
2023-01-09 09:37:44,2023-01-09 09:39:00,18.37,in,A
2023-01-09 09:32:40,2023-01-09 09:33:00,18.34,in,A
2023-01-09 09:31:29,2023-01-09 09:33:00,18.33,in,A
2023-01-09 09:29:46,2023-01-09 09:30:00,18.31,in,A
2023-01-09 09:29:18,2023-01-09 09:30:00,18.30,in,A
2023-01-09 09:28:49,2023-01-09 09:30:00,18.29,in,A
2023-01-09 09:26:57,2023-01-09 09:27:00,18.23,in,A
2023-01-09 09:26:36,2023-01-09 09:27:00,18.22,in,A
2023-01-09 09:25:57,2023-01-09 09:27:00,18.21,in,A
2023-01-09 09:25:05,2023-01-09 09:25:30,18.20,in,A
2023-01-09 09:24:20,2023-01-09 09:25:30,18.19,in,A
2023-01-09 09:23:28,2023-01-09 09:24:00,18.18,in,A
2023-01-09 09:22:37,2023-01-09 09:24:00,18.17,in,A
2023-01-09 09:20:45,2023-01-09 09:21:00,18.14,in,A
2023-01-09 09:20:23,2023-01-09 09:21:00,18.13,in,A
2023-01-09 09:20:00,2023-01-09 09:21:00,18.12,in,A
2023-01-09 09:17:50,2023-01-09 09:18:00,18.08,in,A
2023-01-09 09:17:07,2023-01-09 09:18:00,18.07,in,A
2023-01-09 09:14:21,2023-01-09 09:15:00,18.04,in,A
2023-01-09 09:11:29,2023-01-09 09:12:00,18.01,in,A
2023-01-09 09:10:32,2023-01-09 09:12:00,18.00,in,A
2023-01-09 09:08:22,2023-01-09 09:09:00,17.98,in,A
2023-01-09 09:07:34,2023-01-09 09:09:00,17.97,in,A
2023-01-09 09:05:21,2023-01-09 09:06:00,17.95,in,A
2023-01-09 09:04:34,2023-01-09 09:06:00,17.94,in,A
2023-01-09 09:02:17,2023-01-09 09:03:00,17.92,in,A
2023-01-09 08:54:46,2023-01-09 08:55:30,17.88,in,A
2023-01-09 08:52:45,2023-01-09 08:54:00,17.87,in,A
2023-01-09 08:50:43,2023-01-09 08:51:00,17.85,in,A
2023-01-09 08:47:42,2023-01-09 08:48:00,17.83,in,A
2023-01-09 08:44:24,2023-01-09 08:45:00,17.81,in,A
2023-01-09 08:41:29,2023-01-09 08:42:00,17.78,in,A
2023-01-09 08:40:05,2023-01-09 08:40:30,17.77,in,A
2023-01-09 08:38:20,2023-01-09 08:39:00,17.76,in,A
2023-01-09 08:35:39,2023-01-09 08:36:00,17.74,in,A
2023-01-09 08:32:47,2023-01-09 08:33:00,17.71,in,A
2023-01-09 08:31:51,2023-01-09 08:33:00,17.70,in,A
2023-01-09 08:29:26,2023-01-09 08:30:00,17.68,in,A
2023-01-09 08:28:45,2023-01-09 08:30:00,17.67,in,A
2023-01-09 08:26:22,2023-01-09 08:27:00,17.63,in,A
2023-01-09 08:25:40,2023-01-09 08:27:00,17.62,in,A
2023-01-09 08:23:38,2023-01-09 08:24:00,17.56,in,A
2023-01-09 08:22:55,2023-01-09 08:24:00,17.55,in,A
2023-01-09 08:21:17,2023-01-09 08:22:30,17.54,in,A
2023-01-09 08:18:19,2023-01-09 08:19:30,17.53,in,A
2023-01-09 08:13:52,2023-01-09 08:15:00,17.51,in,A
2023-01-09 08:12:28,2023-01-09 08:13:30,17.50,in,A
2023-01-09 08:11:09,2023-01-09 08:12:00,17.49,in,A
2023-01-09 08:08:51,2023-01-09 08:09:00,17.45,in,A
2023-01-09 08:07:53,2023-01-09 08:09:00,17.44,in,A
2023-01-09 08:05:35,2023-01-09 08:06:00,17.42,in,A
2023-01-09 08:04:24,2023-01-09 08:04:30,17.41,in,A
2023-01-09 08:03:13,2023-01-09 08:04:30,17.40,in,A
2023-01-09 08:01:45,2023-01-09 08:03:00,17.39,in,A
2023-01-09 08:00:38,2023-01-09 08:01:30,17.38,in,A
2023-01-09 07:59:40,2023-01-09 08:00:00,17.37,in,A
2023-01-09 07:56:54,2023-01-09 07:57:00,17.35,in,A
2023-01-09 07:56:13,2023-01-09 07:57:00,17.34,in,A
2023-01-09 07:53:23,2023-01-09 07:54:00,17.32,in,A
2023-01-09 07:50:49,2023-01-09 07:51:00,17.30,in,A
2023-01-09 07:49:51,2023-01-09 07:51:00,17.29,in,A
2023-01-09 07:47:45,2023-01-09 07:48:00,17.28,in,A
2023-01-09 07:41:44,2023-01-09 07:42:00,17.25,in,A
2023-01-09 07:40:52,2023-01-09 07:42:00,17.24,in,A
2023-01-09 07:38:56,2023-01-09 07:39:00,17.21,in,A
2023-01-09 07:38:20,2023-01-09 07:39:00,17.20,in,A
2023-01-09 07:37:56,2023-01-09 07:39:00,17.19,in,A
2023-01-09 07:37:31,2023-01-09 07:39:00,17.18,in,A
2023-01-09 07:35:33,2023-01-09 07:36:00,17.15,in,A
2023-01-09 07:31:57,2023-01-09 07:33:00,17.12,in,A
2023-01-09 07:28:34,2023-01-09 07:30:00,17.09,in,A
2023-01-09 07:26:46,2023-01-09 07:27:00,17.08,in,A
2023-01-09 07:22:59,2023-01-09 07:24:00,17.06,in,A
2023-01-09 07:21:37,2023-01-09 07:22:30,17.05,in,A
2023-01-09 07:20:26,2023-01-09 07:21:00,17.04,in,A
2023-01-09 07:19:29,2023-01-09 07:21:00,17.03,in,A
2023-01-09 07:17:34,2023-01-09 07:18:00,17.01,in,A
2023-01-09 07:14:27,2023-01-09 07:15:00,16.98,in,A
2023-01-09 07:13:36,2023-01-09 07:15:00,16.97,in,A
2023-01-09 07:11:36,2023-01-09 07:12:00,16.95,in,A
2023-01-09 07:10:46,2023-01-09 07:12:00,16.94,in,A
2023-01-09 07:09:43,2023-01-09 07:10:30,16.93,in,A
2023-01-09 07:08:30,2023-01-09 07:09:00,16.92,in,A
2023-01-09 07:07:27,2023-01-09 07:09:00,16.91,in,A
2023-01-09 07:06:14,2023-01-09 07:07:30,16.90,in,A
2023-01-09 07:05:36,2023-01-09 07:06:00,16.89,in,A
2023-01-09 07:04:49,2023-01-09 07:06:00,16.88,in,A
2023-01-09 07:02:05,2023-01-09 07:03:00,16.85,in,A
2023-01-09 06:59:56,2023-01-09 07:00:00,16.83,in,A
2023-01-09 06:58:27,2023-01-09 07:00:00,16.82,in,A
2023-01-09 06:56:37,2023-01-09 06:57:00,16.81,in,A
2023-01-09 06:53:28,2023-01-09 06:54:00,16.79,in,A
2023-01-09 06:52:16,2023-01-09 06:52:30,16.78,in,A
2023-01-09 06:51:21,2023-01-09 06:52:30,16.77,in,A
2023-01-09 06:49:45,2023-01-09 06:51:00,16.76,in,A
2023-01-09 06:47:11,2023-01-09 06:48:00,16.74,in,A
2023-01-09 06:44:14,2023-01-09 06:45:00,16.71,in,A
2023-01-09 06:43:17,2023-01-09 06:43:30,16.70,in,A
2023-01-09 06:41:53,2023-01-09 06:42:00,16.69,in,A
2023-01-09 06:40:01,2023-01-09 06:40:30,16.68,in,A
2023-01-09 06:38:27,2023-01-09 06:39:00,16.67,in,A
2023-01-09 06:31:37,2023-01-09 06:33:00,16.64,in,A
2023-01-09 06:29:52,2023-01-09 06:30:00,16.63,in,A
2023-01-09 06:28:19,2023-01-09 06:28:30,16.62,in,A
2023-01-09 06:26:42,2023-01-09 06:27:00,16.61,in,A
2023-01-09 06:25:00,2023-01-09 06:25:30,16.60,in,A
2023-01-09 06:22:38,2023-01-09 06:24:00,16.59,in,A
2023-01-09 06:20:18,2023-01-09 06:21:00,16.58,in,A
2023-01-09 06:17:29,2023-01-09 06:18:00,16.57,in,A
2023-01-09 06:14:28,2023-01-09 06:15:00,16.56,in,A
2023-01-09 06:11:34,2023-01-09 06:12:00,16.54,in,A
2023-01-09 06:05:43,2023-01-09 06:06:00,16.52,in,A
2023-01-09 06:01:54,2023-01-09 06:03:00,16.51,in,A
2023-01-09 05:59:52,2023-01-09 06:00:00,16.50,in,A
2023-01-09 05:57:15,2023-01-09 05:58:30,16.49,in,A
2023-01-09 05:55:01,2023-01-09 05:55:30,16.48,in,A
2023-01-09 05:53:04,2023-01-09 05:54:00,16.47,in,A
2023-01-09 05:50:10,2023-01-09 05:51:00,16.45,in,A
2023-01-09 05:48:41,2023-01-09 05:49:30,16.44,in,A
2023-01-09 05:47:02,2023-01-09 05:48:00,16.43,in,A
2023-01-09 05:44:34,2023-01-09 05:45:00,16.42,in,A
2023-01-09 05:41:27,2023-01-09 05:42:00,16.41,in,A
2023-01-09 05:38:44,2023-01-09 05:39:00,16.40,in,A
2023-01-09 05:34:44,2023-01-09 05:36:00,16.38,in,A
2023-01-09 05:32:04,2023-01-09 05:33:00,16.37,in,A
2023-01-09 05:29:15,2023-01-09 05:30:00,16.36,in,A
2023-01-09 05:26:43,2023-01-09 05:27:00,16.35,in,A
2023-01-09 05:24:36,2023-01-09 05:25:30,16.34,in,A
2023-01-09 05:19:06,2023-01-09 05:19:30,16.32,in,A
2023-01-09 05:16:32,2023-01-09 05:18:00,16.31,in,A
2023-01-09 05:13:37,2023-01-09 05:15:00,16.30,in,A
2023-01-09 05:10:48,2023-01-09 05:12:00,16.29,in,A
2023-01-09 05:08:08,2023-01-09 05:09:00,16.28,in,A
2023-01-09 05:05:39,2023-01-09 05:06:00,16.27,in,A
2023-01-09 05:03:07,2023-01-09 05:04:30,16.26,in,A
2023-01-09 05:00:41,2023-01-09 05:01:30,16.25,in,A
2023-01-09 04:58:41,2023-01-09 05:00:00,16.24,in,A
2023-01-09 04:57:18,2023-01-09 04:58:30,16.23,in,A
2023-01-09 04:55:58,2023-01-09 04:57:00,16.22,in,A
2023-01-09 04:53:00,2023-01-09 04:54:00,16.20,in,A
2023-01-09 04:51:33,2023-01-09 04:52:30,16.19,in,A
2023-01-09 04:49:49,2023-01-09 04:51:00,16.18,in,A
2023-01-09 04:46:59,2023-01-09 04:48:00,16.16,in,A
2023-01-09 04:43:45,2023-01-09 04:45:00,16.14,in,A
2023-01-09 04:41:52,2023-01-09 04:42:00,16.13,in,A
2023-01-09 04:37:41,2023-01-09 04:39:00,16.11,in,A
2023-01-09 04:35:59,2023-01-09 04:37:30,16.10,in,A
2023-01-09 04:31:30,2023-01-09 04:33:00,16.08,in,A
2023-01-09 04:17:42,2023-01-09 04:18:00,16.04,in,A
2023-01-09 04:14:00,2023-01-09 04:15:00,16.03,in,A
2023-01-09 04:08:52,2023-01-09 04:09:00,16.02,in,A
2023-01-09 04:04:35,2023-01-09 04:06:00,16.01,in,A
2023-01-09 03:58:09,2023-01-09 03:58:30,15.99,in,A
2023-01-09 03:47:15,2023-01-09 03:48:00,15.97,in,A
2023-01-09 03:43:21,2023-01-09 03:43:30,15.96,in,A
2023-01-09 03:41:16,2023-01-09 03:42:00,15.95,in,A
2023-01-09 03:37:53,2023-01-09 03:39:00,15.93,in,A
2023-01-09 03:35:49,2023-01-09 03:36:00,15.91,in,A
2023-01-09 03:34:48,2023-01-09 03:36:00,15.90,in,A
2023-01-09 03:33:56,2023-01-09 03:34:30,15.89,in,A
2023-01-09 03:32:30,2023-01-09 03:33:00,15.88,in,A
2023-01-09 03:30:24,2023-01-09 03:31:30,15.87,in,A
2023-01-09 03:29:13,2023-01-09 03:30:00,15.86,in,A
2023-01-09 03:26:35,2023-01-09 03:27:00,15.85,in,A
2023-01-09 03:20:50,2023-01-09 03:21:00,15.84,in,A
2023-01-09 03:16:48,2023-01-09 03:18:00,15.83,in,A
2023-01-09 03:14:28,2023-01-09 03:15:00,15.81,in,A
2023-01-09 03:14:06,2023-01-09 03:15:00,15.80,in,A
2023-01-09 03:13:30,2023-01-09 03:15:00,15.79,in,A
2023-01-09 03:03:41,2023-01-09 03:04:30,15.76,in,A
2023-01-09 02:52:21,2023-01-09 02:52:30,15.74,in,A
2023-01-09 02:49:46,2023-01-09 02:51:00,15.73,in,A
2023-01-09 02:42:10,2023-01-09 02:43:30,15.71,in,A
2023-01-09 02:31:18,2023-01-09 02:31:30,15.69,in,A
2023-01-09 02:29:24,2023-01-09 02:30:00,15.68,in,A
2023-01-09 02:25:55,2023-01-09 02:27:00,15.66,in,A
2023-01-09 02:22:59,2023-01-09 02:24:00,15.63,in,A
2023-01-09 02:21:37,2023-01-09 02:22:30,15.62,in,A
2023-01-09 02:19:13,2023-01-09 02:19:30,15.61,in,A
2023-01-09 02:17:14,2023-01-09 02:18:00,15.60,in,A
2023-01-09 02:13:57,2023-01-09 02:15:00,15.59,in,A
2023-01-09 01:34:04,2023-01-09 01:34:30,15.57,in,A
2023-01-09 01:25:31,2023-01-09 01:27:00,15.56,in,A
2023-01-09 01:20:55,2023-01-09 01:21:00,15.55,in,A
2023-01-09 01:17:53,2023-01-09 01:18:00,15.53,in,A
2023-01-09 01:10:46,2023-01-09 01:12:00,15.50,in,A
2023-01-09 01:02:31,2023-01-09 01:03:00,15.47,in,A
2023-01-09 00:36:13,2023-01-09 00:37:30,15.45,in,A
2023-01-09 00:22:53,2023-01-09 00:24:00,15.44,in,A
2023-01-08 23:56:57,2023-01-08 23:57:00,15.42,in,A
2023-01-08 22:10:33,2023-01-08 22:12:00,15.41,in,A
2023-01-08 22:06:47,2023-01-08 22:07:30,15.40,in,A
2023-01-08 21:59:10,2023-01-08 22:00:00,15.39,in,A
2023-01-08 21:44:42,2023-01-08 21:45:00,15.38,in,A
2023-01-08 20:49:46,2023-01-08 20:51:00,15.37,in,A
2023-01-08 19:16:43,2023-01-08 19:18:00,15.36,in,A
2023-01-08 11:55:27,2023-01-08 11:55:30,15.35,in,A
